城市代码,城市,省份,城市经度_WGS84,城市纬度_WGS84,最近节点ID,最近管网节点,节点匹配城市,节点匹配省份,节点经度_WGS84,节点纬度_WGS84,最近距离_km,节点坐标来源,节点匹配置信度,节点涉及管道,第二近节点,第二近距离_km,第三近节点,第三近距离_km
330100000000,杭州市,浙江省,120.2048484,30.24977957,N074,桐庐,杭州市,浙江省,120.2048484,30.24977957,0.0,别名映射至地级市,高,浙赣成品油管道,萧山,0.0,绍兴,42.27850958588801
330200000000,宁波市,浙江省,121.6219554,29.8607673,N043,宁海,宁波市,浙江省,121.6219554,29.8607673,0.0,别名映射至地级市,高,甬台温成品油管道,算山,0.0,绍兴,102.59650133928857
330300000000,温州市,浙江省,120.6794261,28.01154027,N099,灵昆,温州市,浙江省,120.6794261,28.01154027,0.0,别名映射至地级市,中,甬台温成品油管道,瑞安,0.0,临海,102.25184948342478
330400000000,嘉兴市,浙江省,120.7489996,30.74856427,N035,嘉兴(陈山,嘉兴市,浙江省,120.7489996,30.74856427,0.0,清洗后匹配城市名,高,浙苏成品油管道,苏州(苏州,63.57562871305079,湖州(湖州,65.94894528415729
330500000000,湖州市,浙江省,120.0792982,30.8934637,N093,湖州(湖州,湖州市,浙江省,120.0792982,30.8934637,0.0,清洗后匹配城市名,高,浙苏成品油管道,苏州(苏州,65.92070463795154,嘉兴(陈山,65.94894528415729
330600000000,绍兴市,浙江省,120.5800044,30.05145821,N111,绍兴,绍兴市,浙江省,120.5800044,30.05145821,0.0,直接匹配城市名,高,绍杭成品油管道,诸暨,0.0,桐庐,42.27850958588801
330700000000,金华市,浙江省,119.6425298,29.08218962,N153,龙游,衢州市,浙江省,118.8550477,28.97458612,77.49338039386637,别名映射至地级市,高,浙赣成品油管道,桐庐,140.73942267536862,萧山,140.73942267536862
330800000000,衢州市,浙江省,118.8550477,28.97458612,N153,龙游,衢州市,浙江省,118.8550477,28.97458612,0.0,别名映射至地级市,高,浙赣成品油管道,上饶,106.24498287938077,桐庐,192.69502032590555
330900000000,舟山市,浙江省,122.205269,29.98751994,N043,宁海,宁波市,浙江省,121.6219554,29.8607673,57.95454815560539,别名映射至地级市,高,甬台温成品油管道,算山,57.95454815560539,绍兴,156.63870403779285
331000000000,台州市,浙江省,121.4197134,28.66043016,N008,临海,台州市,浙江省,121.4197134,28.66043016,0.0,别名映射至地级市,高,甬台温成品油管道,灵昆,102.25184948342478,瑞安,102.25184948342478
331100000000,丽水市,浙江省,119.9189033,28.47111116,N099,灵昆,温州市,浙江省,120.6794261,28.01154027,90.34137970952897,别名映射至地级市,中,甬台温成品油管道,瑞安,90.34137970952897,龙游,117.88105106456487
340100000000,合肥市,安徽省,117.2197334,31.82313855,N029,合肥,合肥市,安徽省,117.2197334,31.82313855,0.0,直接匹配城市名,高,合六支线；安庆-亳州成品油管道；安庆-合肥成品油管道,六安,67.91871138908039,淮南,87.17523735415098
340200000000,芜湖市,安徽省,118.4370864,31.35620683,N022,南京(南京,南京市,江苏省,118.7902705,32.06154044,85.2491220591874,清洗后匹配城市名,高,苏南成品油管道,南京(扬子,85.2491220591874,合肥,126.45489576878137
340300000000,蚌埠市,安徽省,117.379653,32.91909899,N122,蚌埠,蚌埠市,安徽省,117.379653,32.91909899,0.0,直接匹配城市名,高,淮蚌支线,淮南,50.35323866621471,宿州,90.11753990255323
340400000000,淮南市,安徽省,117.0131142,32.58738167,N092,淮南,淮南市,安徽省,117.0131142,32.58738167,0.0,直接匹配城市名,高,安庆-亳州成品油管道；淮蚌支线,蚌埠,50.35323866621471,合肥,87.17523735415098
340500000000,马鞍山市,安徽省,118.5016667,31.67080122,N022,南京(南京,南京市,江苏省,118.7902705,32.06154044,51.28899755402451,清洗后匹配城市名,高,苏南成品油管道,南京(扬子,51.28899755402451,合肥,122.39421621664843
340600000000,淮北市,安徽省,116.7929269,33.95767197,N046,宿州,宿州市,安徽省,116.9588379,33.64921788,37.5685168030313,直接匹配城市名,高,鲁皖一期管道,徐州,52.183596106308094,徐州(新沂,52.183596106308094
340700000000,铜陵市,安徽省,117.80584,30.94747287,N045,安庆,安庆市,安徽省,117.107568,30.53495975,80.9777908686309,直接匹配城市名,高,安庆-亳州成品油管道；安庆-合肥成品油管道,合肥,112.14340302687047,六安,150.9028636712319
340800000000,安庆市,安徽省,117.107568,30.53495975,N045,安庆,安庆市,安徽省,117.107568,30.53495975,0.0,直接匹配城市名,高,安庆-亳州成品油管道；安庆-合肥成品油管道,合肥,143.6360184791097,六安,144.7711495328923
341000000000,黄山市,安徽省,118.3321749,29.71703723,N153,龙游,衢州市,浙江省,118.8550477,28.97458612,96.87126960975839,别名映射至地级市,高,浙赣成品油管道,上饶,145.08466442631683,安庆,148.80357555215372
341100000000,滁州市,安徽省,118.3280003,32.2578862,N022,南京(南京,南京市,江苏省,118.7902705,32.06154044,48.68521797646963,清洗后匹配城市名,高,苏南成品油管道,南京(扬子,48.68521797646963,合肥,115.10443861498977
341200000000,阜阳市,安徽省,115.8074841,32.89327954,N145,阜阳,阜阳市,安徽省,115.8074841,32.89327954,0.0,直接匹配城市名,高,安庆-亳州成品油管道,亳州,106.2674435054341,淮南,117.7796602808287
