管道名称,管段数,管段ID列表,起止节点列表,设计输量最小值_万吨年,设计输量最大值_万吨年,设计输量中位数_万吨年,长度合计_km,投产年份最早,投产年份最晚,油品,管输折算系数,年份,管道瓶颈占用率,管道瓶颈占用率_%,管道平均占用率,管道平均占用率_%,瓶颈管段ID,瓶颈管段,瓶颈管段任务_万吨年,瓶颈管段设计输量_万吨年,管道代表任务_万吨年,代表任务管段ID,代表任务管段,超设计管段数,高负荷管段数,管道负荷等级
西部成品油管道,6,S001；S002；S003；S004；S005；S006,乌鲁木齐→哈密；哈密→柳园；柳园→酒泉；酒泉→张掖；张掖→武威；武威→兰州,1000.0,1000.0,1000.0,11045.1,2006.0,2006.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2055,0.0019643536415175,0.19643536415175,0.0017226254268926835,0.17226254268926836,S001,乌鲁木齐→哈密,1.9643536415175311,1000.0,1.9643536415175311,S001,乌鲁木齐→哈密,0,0,低负荷
156支线,1,S069,广水→广水武胜关镇,10.0,10.0,10.0,5.65,2014.0,2014.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S069,广水→广水武胜关镇,0.0,10.0,0.0,S069,广水→广水武胜关镇,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道,1,S010,克拉玛依→王家沟,160.0,160.0,160.0,291.78,1996.0,1996.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S010,克拉玛依→王家沟,0.0,160.0,0.0,S010,克拉玛依→王家沟,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道（复线）,1,S011,克拉玛依→王家沟,400.0,400.0,400.0,293.31,2009.0,2009.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S011,克拉玛依→王家沟,0.0,400.0,0.0,S011,克拉玛依→王家沟,0,0,低负荷
南武管道,1,S139,南疆(天津→武清,155.0,155.0,155.0,172.99,2018.0,2018.0,93#汽油、97#汽油、柴油,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S139,南疆(天津→武清,0.0,155.0,0.0,S139,南疆(天津→武清,0,0,低负荷
格拉成品油管道,1,S140,格尔木→拉萨,130.0,130.0,130.0,1114.0,1976.0,1976.0,-20#柴油、-35#柴油、0#柴油、92#汽油、95#汽油,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S140,格尔木→拉萨,0.0,130.0,0.0,S140,格尔木→拉萨,0,0,低负荷
独山子-703泵站-乌鲁木齐成品油管道,2,S007；S008,独山子→703；703→乌鲁木齐,100.0,100.0,100.0,591.58,1998.0,1998.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S007,独山子→703,0.0,100.0,0.0,S007,独山子→703,0,0,低负荷
独山子-乌鲁木齐成品油管道,1,S009,独山子→王家沟,520.0,520.0,520.0,222.69,2004.0,2004.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S009,独山子→王家沟,0.0,520.0,0.0,S009,独山子→王家沟,0,0,低负荷
绍杭成品油管道,1,S102,绍兴→萧山,500.0,500.0,500.0,92.12,2016.0,2016.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2055,0.0,0.0,0.0,0.0,S102,绍兴→萧山,0.0,500.0,0.0,S102,绍兴→萧山,0,0,低负荷
上饶-樟树成品油管道,1,S085,上饶→樟树,,,,314.77,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2055,,,,,,,,,19.90986009585417,S085,上饶→樟树,0,0,无设计输量
武汉-信阳成品油管道,1,S068,武汉→信阳,,,,229.51,2013.0,2013.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2055,,,,,,,,,48.97835841329481,S068,武汉→信阳,0,0,无设计输量
安庆-亳州成品油管道,4,S088；S087；S086；S089,淮南→阜阳；合肥→淮南；安庆→合肥；阜阳→亳州,140.0,410.0,205.0,1665.0,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2060,0.3099389208948314,30.99389208948314,0.21633774233115627,21.633774233115627,S088,淮南→阜阳,43.39144892527639,140.0,70.519085031546,S086,安庆→合肥,0,0,低负荷
珠三角成品油管网,9,S067；S064；S065；S059；S060；S061；S062；S063；S066,惠州→梅州；黄埔→南沙；黄埔→惠州；茂名→江门；南沙→南海；三水→花都；南沙→斗门；北沙→珠海；大鹏湾→妈湾,100.0,550.0,250.0,1802.8100000000002,2006.0,2015.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2060,0.2045931248420771,20.459312484207707,0.049901357418788025,4.990135741878802,S067,惠州→梅州,24.55117498104925,120.0,39.52826801375922,S064,黄埔→南沙,0,0,低负荷
洛驻管道,5,S133；S134；S135；S136；S137,洛阳→巩义；巩义→郑州；郑州→许昌；许昌→漯河；漯河→驻马店,820.0,820.0,820.0,2141.8,2007.0,2007.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2060,0.168104757428628,16.8104757428628,0.08861319582399774,8.861319582399773,S133,洛阳→巩义,137.845901091475,820.0,137.845901091475,S133,洛阳→巩义,0,0,低负荷
安庆-合肥成品油管道,1,S090,安庆→合肥,120.0,120.0,120.0,158.85,2007.0,2007.0,3#喷气燃料,0.2192948931298923,2060,0.1520868536592519,15.20868536592519,0.1520868536592519,15.20868536592519,S090,安庆→合肥,18.250422439110228,120.0,18.250422439110228,S090,安庆→合肥,0,0,低负荷
淮蚌支线,1,S092,淮南→蚌埠,80.0,80.0,80.0,104.72,2016.0,2016.0,92#汽油、95#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2060,0.1105752319332041,11.05752319332041,0.1105752319332041,11.05752319332041,S092,淮南→蚌埠,8.846018554656329,80.0,8.846018554656329,S092,淮南→蚌埠,0,0,低负荷
西南成品油管网（北线）,8,S045；S046；S047；S048；S052；S049；S050；S051,湛江→茂名；茂名→柳州；柳州→贵阳；贵阳→曲靖；柳州→桂林；江津→重庆；柳州→柳库；贵阳→简阳,500.0,800.0,700.0,7127.96,2005.0,2016.0,92#汽油、95#汽油、0#车柴,0.2192948931298923,2060,0.1085065008991963,10.85065008991963,0.028556702307998453,2.8556702307998454,S045,湛江→茂名,54.25325044959817,500.0,54.25325044959817,S045,湛江→茂名,0,0,低负荷
抚顺-锦州-郑州成品油管道,7,S026；S027；S028；S029；S030；S031；S032,抚顺→辽阳；辽阳→辽河；辽河→锦州；锦州→固安；固安→保定；保定→邯郸；邯郸→郑州,600.0,1300.0,800.0,11160.099999999999,2018.0,2018.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2060,0.1045769756537253,10.45769756537253,0.05236656531032811,5.236656531032811,S026,抚顺→辽阳,62.746185392235226,600.0,62.746185392235226,S026,抚顺→辽阳,0,0,低负荷
浙苏成品油管道,2,S094；S093,嘉兴(陈山→苏州(苏州；嘉兴(陈山→湖州(湖州,510.0,510.0,510.0,439.78,2007.0,2007.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2060,0.0808699421961626,8.08699421961626,0.0410842387994602,4.10842387994602,S094,嘉兴(陈山→苏州(苏州,41.24367052004295,510.0,41.24367052004295,S094,嘉兴(陈山→苏州(苏州,0,0,低负荷
荆门-襄阳成品油管道,1,S070,荆门→襄阳,350.0,350.0,350.0,128.75,2019.0,2019.0,0#车用柴油,0.2192948931298923,2060,0.0778656208899461,7.78656208899461,0.0778656208899461,7.78656208899461,S070,荆门→襄阳,27.252967311481143,350.0,27.252967311481143,S070,荆门→襄阳,0,0,低负荷
云南成品油管网（安曲线）,3,S041；S040；S042,寻甸→曲靖；安宁→寻甸；寻甸→昆明,155.0,323.0,168.0,1124.6999999999998,2017.0,2017.0,0号柴油、92号汽油、95号汽油、3号喷气燃料,0.2192948931298923,2060,0.0746494992484056,7.4649499248405595,0.03682400478920317,3.682400478920317,S041,寻甸→曲靖,11.570672383502874,155.0,11.570672383502874,S041,寻甸→曲靖,0,0,低负荷
兰郑长成品油管道,4,S012；S014；S015；S013,兰州→咸阳；郑州→武汉；武汉→长沙；咸阳→郑州,500.0,1500.0,1000.0,8347.28,2009.0,2009.0,0#柴油、92#车用汽油、92#组分汽油,0.2192948931298923,2060,0.0728803526244317,7.288035262443169,0.020183291609887098,2.01832916098871,S012,兰州→咸阳,72.88035262443177,1000.0,72.88035262443177,S012,兰州→咸阳,0,0,低负荷
苏南成品油管道,1,S098,南京(南京→苏州(苏州,580.0,580.0,580.0,373.25,2010.0,2010.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2060,0.0711097767586947,7.110977675869471,0.0711097767586947,7.110977675869471,S098,南京(南京→苏州(苏州,41.24367052004295,580.0,41.24367052004295,S098,南京(南京→苏州(苏州,0,0,低负荷
大港-济南-枣庄成品油管道,7,S016；S017；S018；S019；S020；S022；S023,大港→沧州；沧州→德州；德州→济南；济南→济南；济南→兖州；兖州→肥城；肥城→枣庄,285.0,285.0,285.0,4304.09,2007.0,2007.0,0#柴油、92#组分汽油,0.2192948931298923,2060,0.0679997053635518,6.799970536355179,0.028591482314933254,2.8591482314933256,S016,大港→沧州,19.37991602861227,285.0,19.37991602861227,S016,大港→沧州,0,0,低负荷
云南成品油管网（安保线）,2,S037；S036,大理→保山；安宁→大理,57.0,173.0,115.0,791.0,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2060,0.0657060908924496,6.570609089244959,0.052074315238999344,5.207431523899935,S037,大理→保山,3.745247180869628,57.0,6.650559348300001,S036,安宁→大理,0,0,低负荷
鲁皖一期管道,9,S110；S111；S112；S113；S114；S115；S116；S118；S117,齐鲁→淄博；淄博→济南；济南→泰安；泰安→曲阜；曲阜→枣庄；枣庄→徐州；徐州→宿州；枣庄→临沂；曲阜→济宁,655.0,655.0,655.0,6926.22,2005.0,2005.0,0#普柴、0#车柴、92#组分汽油、95#组分汽油、95#清洁汽油,0.2192948931298923,2060,0.0611515054838284,6.11515054838284,0.03488304215601329,3.488304215601329,S110,齐鲁→淄博,40.05423609190761,655.0,40.05423609190761,S110,齐鲁→淄博,0,0,低负荷
鲁皖二期管道（西线）,3,S121；S122；S123,济南→聊城；聊城→濮阳；濮阳→汤阴,820.0,820.0,820.0,1066.71,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2060,0.0587431068136345,5.8743106813634505,0.05045286780227517,5.045286780227517,S121,济南→聊城,48.16934758718033,820.0,48.16934758718033,S121,济南→聊城,0,0,低负荷
石太管道,4,S129；S130；S131；S132,石家庄→高庄；高庄→阳泉；阳泉→晋中；晋中→太原,820.0,820.0,820.0,1288.08,2007.0,2007.0,0#车柴、0#普柴、92#组分汽油、95#组分汽油、92#清洁汽油、95#清洁汽油,0.2192948931298923,2060,0.0489610357300399,4.896103573003989,0.044576810071840625,4.457681007184062,S129,石家庄→高庄,40.14804929863271,820.0,40.14804929863271,S129,石家庄→高庄,0,0,低负荷
合六支线,1,S091,合肥→六安,140.0,140.0,140.0,99.99,2019.0,2019.0,92#汽油、95#汽油、0#车用柴油,0.2192948931298923,2060,0.0460395819518922,4.60395819518922,0.0460395819518922,4.60395819518922,S091,合肥→六安,6.445541473264911,140.0,6.445541473264911,S091,合肥→六安,0,0,低负荷
鲁皖二期管道（汤郑支线）,2,S124；S125,汤阴→新乡；新乡→郑州,820.0,820.0,820.0,409.38,2010.0,2010.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2060,0.0415255231674395,4.15255231674395,0.02076276158371975,2.076276158371975,S124,汤阴→新乡,34.0509289973004,820.0,34.0509289973004,S124,汤阴→新乡,0,0,低负荷
云南成品油管网（安蒙线）,2,S039；S038,玉溪→蒙自；安宁→玉溪,115.0,225.0,170.0,502.48,2017.0,2017.0,0号柴油、92号汽油、95号汽油,0.2192948931298923,2060,0.0332723965067851,3.3272396506785102,0.03164014542057815,3.164014542057815,S039,玉溪→蒙自,3.82632559828029,115.0,6.75177622523352,S038,安宁→玉溪,0,0,低负荷
鲁皖二期管道（汤石支线）,3,S126；S127；S128,汤阴→邯郸；邯郸→邢台；邢台→石家庄,820.0,820.0,820.0,936.51,2009.0,2009.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2060,0.03076725003778,3.0767250037780003,0.021973592736648336,2.1973592736648335,S126,汤阴→邯郸,25.22914503097968,820.0,25.22914503097968,S126,汤阴→邯郸,0,0,低负荷
呼和浩特-包头-鄂尔多斯成品油管道,2,S024；S025,呼和浩特→包头；包头→鄂尔多斯,200.0,200.0,200.0,555.56,2014.0,2014.0,92#汽油、95 #汽油、0 #柴油、+5#柴油,0.2192948931298923,2060,0.0291311267125645,2.91311267125645,0.0221308060829404,2.21308060829404,S024,呼和浩特→包头,5.826225342512901,200.0,5.826225342512901,S024,呼和浩特→包头,0,0,低负荷
长岭-郴州成品油管道,7,S077；S076；S078；S074；S072；S073；S075,衡阳→耒阳；湘潭→衡阳；耒阳→郴州；汨罗→长沙；长岭→七里山；七里山→汨罗；长沙→湘潭,100.0,600.0,385.0,3859.2400000000007,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2060,0.0290131591041913,2.90131591041913,0.012354182527270286,1.2354182527270285,S078,耒阳→郴州,2.9013159104191324,100.0,2.9013159104191324,S077,衡阳→耒阳,0,0,低负荷
九江-赣州成品油管道,4,S081；S082；S083；S084,九江→南昌；南昌→吉安长塘；吉安长塘→樟树；樟树→赣州,170.0,330.0,257.0,2171.56,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2060,0.0284548154776371,2.8454815477637103,0.019728155192812253,1.9728155192812253,S081,九江→南昌,9.390089107620271,330.0,9.390089107620271,S081,九江→南昌,0,0,低负荷
西南成品油管网（南线）,6,S053；S054；S057；S055；S056；S058,东海岛→南宁；南宁→长坡；长坡→曲靖；长坡→大理；南宁→黎塘；秋田冲→昆东,800.0,800.0,800.0,10887.6,2012.0,2012.0,92#清洁汽油、92#汽油、95#汽油、0#车柴,0.2192948931298923,2060,0.0279711942375719,2.79711942375719,0.010693525935817468,1.0693525935817467,S053,东海岛→南宁,22.37695539005756,800.0,22.37695539005756,S053,东海岛→南宁,0,0,低负荷
驻信管道,1,S138,驻马店→信阳,820.0,820.0,820.0,109.98,2013.0,2013.0,0#车柴、92#组分汽油、95#组分汽油,0.2192948931298923,2060,0.023681636995185,2.3681636995185,0.023681636995185,2.3681636995185,S138,驻马店→信阳,19.41894233605177,820.0,19.41894233605177,S138,驻马店→信阳,0,0,低负荷
钦南柳成品油管道,2,S043；S044,钦州→南宁；南宁→柳州,300.0,500.0,400.0,727.3,2018.0,2018.0,E92#汽油组分油、92#汽油、E95#汽油组分油、95#汽油和0#柴油,0.2192948931298923,2060,0.0235318659796799,2.35318659796799,0.01820753657436605,1.820753657436605,S043,钦州→南宁,11.765932989839984,500.0,11.765932989839984,S043,钦州→南宁,0,0,低负荷
浙赣成品油管道,3,S101；S099；S100,诸暨→桐庐；算山→龙游；龙游→樟树,135.0,760.0,450.0,2573.7,2013.0,2013.0,0#柴油、95#汽油、92#汽油,0.2192948931298923,2060,0.0211779244136135,2.11779244136135,0.0117304389182461,1.17304389182461,S101,诸暨→桐庐,2.859019795837829,135.0,6.908529355842762,S099,算山→龙游,0,0,低负荷
苏北成品油管道,3,S095；S097；S096,南京(扬子→泰州(泰州；南京(扬子→盐城(盐城；南京(扬子→徐州(新沂,545.0,545.0,545.0,1827.81,2015.0,2015.0,0#柴油、-10#柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2060,0.0196089703451066,1.96089703451066,0.0102873878287858,1.0287387828785801,S095,南京(扬子→泰州(泰州,10.686888838083116,545.0,10.686888838083116,S095,南京(扬子→泰州(泰州,0,0,低负荷
甬台温成品油管道,4,S103；S104；S105；S106,算山→宁海；宁海→临海；临海→灵昆；灵昆→瑞安,460.0,460.0,460.0,1635.28,2018.0,2018.0,90#汽油、93#汽油、97#汽油、0#车用柴油、0#普通柴油,0.2192948931298923,2060,0.0170392176797732,1.7039217679773198,0.00929796995700185,0.929796995700185,S103,算山→宁海,7.838040132695703,460.0,7.838040132695703,S103,算山→宁海,0,0,低负荷
吉林石化-长春成品油管道,1,S033,吉林→长春,245.0,245.0,245.0,159.5,2014.0,2014.0,0#柴油、-35 #柴油、92#汽油、95#汽油,0.2192948931298923,2060,0.0149885826346632,1.4988582634663201,0.0149885826346632,1.4988582634663201,S033,吉林→长春,3.672202745492484,245.0,3.672202745492484,S033,吉林→长春,0,0,低负荷
福建成品油管道（北线）,1,S107,泉港→兴闽,220.0,220.0,220.0,148.96,2010.0,2010.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2060,0.0147243121850306,1.47243121850306,0.0147243121850306,1.47243121850306,S107,泉港→兴闽,3.239348680706749,220.0,3.239348680706749,S107,泉港→兴闽,0,0,低负荷
鲁皖二期管道（东线）,2,S119；S120,青岛→潍坊；潍坊→济南,820.0,820.0,820.0,740.44,2008.0,2008.0,0#普柴、 0#车柴、 92#清洁汽油、 92#组分汽油、95#清洁汽油,0.2192948931298923,2060,0.007927276688099,0.7927276688099,0.006088593023346051,0.6088593023346051,S119,青岛→潍坊,6.500366884241217,820.0,6.500366884241217,S119,青岛→潍坊,0,0,低负荷
荆门-荆州成品油管道,1,S071,荆门→荆州,150.0,150.0,150.0,92.12,2003.0,2003.0,0#柴油、90#汽油、93#汽油,0.2192948931298923,2060,0.0076846878133268,0.76846878133268,0.0076846878133268,0.76846878133268,S071,荆门→荆州,1.1527031719990222,150.0,1.1527031719990222,S071,荆门→荆州,0,0,低负荷
兰成渝成品油管道,2,S034；S035,兰州→成都；成都→重庆,350.0,700.0,525.0,2500.0,2002.0,2002.0,0#柴油、92#车用汽油,0.2192948931298923,2060,0.0058737928370198,0.58737928370198,0.0029368964185099,0.29368964185099,S034,兰州→成都,4.111654985913926,700.0,4.111654985913926,S034,兰州→成都,0,0,低负荷
福建成品油管道（南线）,2,S108；S109,泉港→东孚；泉港→石湖山,380.0,380.0,380.0,351.22,2013.0,2013.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2060,0.0055643509768846,0.55643509768846,0.0027821754884423,0.27821754884423,S108,泉港→东孚,2.114453371216185,380.0,2.114453371216185,S108,泉港→东孚,0,0,低负荷
银巴线,1,S021,银川→巴彦淖尔,240.0,240.0,240.0,367.44,2017.0,2017.0,,0.2192948931298923,2060,0.0044105792177926,0.44105792177926,0.0044105792177926,0.44105792177926,S021,银川→巴彦淖尔,1.0585390122702427,240.0,1.0585390122702427,S021,银川→巴彦淖尔,0,0,低负荷
西部成品油管道,6,S001；S002；S003；S004；S005；S006,乌鲁木齐→哈密；哈密→柳园；柳园→酒泉；酒泉→张掖；张掖→武威；武威→兰州,1000.0,1000.0,1000.0,11045.1,2006.0,2006.0,0#柴油、-35#柴油、92#汽油,0.2192948931298923,2060,0.0006079969679015,0.06079969679015,0.0005301930932693833,0.05301930932693833,S001,乌鲁木齐→哈密,0.6079969679015221,1000.0,0.6079969679015221,S001,乌鲁木齐→哈密,0,0,低负荷
156支线,1,S069,广水→广水武胜关镇,10.0,10.0,10.0,5.65,2014.0,2014.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S069,广水→广水武胜关镇,0.0,10.0,0.0,S069,广水→广水武胜关镇,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道,1,S010,克拉玛依→王家沟,160.0,160.0,160.0,291.78,1996.0,1996.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S010,克拉玛依→王家沟,0.0,160.0,0.0,S010,克拉玛依→王家沟,0,0,低负荷
克拉玛依-乌鲁木齐成品油管道（复线）,1,S011,克拉玛依→王家沟,400.0,400.0,400.0,293.31,2009.0,2009.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S011,克拉玛依→王家沟,0.0,400.0,0.0,S011,克拉玛依→王家沟,0,0,低负荷
南武管道,1,S139,南疆(天津→武清,155.0,155.0,155.0,172.99,2018.0,2018.0,93#汽油、97#汽油、柴油,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S139,南疆(天津→武清,0.0,155.0,0.0,S139,南疆(天津→武清,0,0,低负荷
格拉成品油管道,1,S140,格尔木→拉萨,130.0,130.0,130.0,1114.0,1976.0,1976.0,-20#柴油、-35#柴油、0#柴油、92#汽油、95#汽油,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S140,格尔木→拉萨,0.0,130.0,0.0,S140,格尔木→拉萨,0,0,低负荷
湘娄支线,1,S079,湘潭→娄底,250.0,250.0,250.0,117.48,2014.0,2014.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S079,湘潭→娄底,0.0,250.0,0.0,S079,湘潭→娄底,0,0,低负荷
湘株支线,1,S080,湘潭→株洲,350.0,350.0,350.0,22.99,2008.0,2008.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S080,湘潭→株洲,0.0,350.0,0.0,S080,湘潭→株洲,0,0,低负荷
独山子-703泵站-乌鲁木齐成品油管道,2,S007；S008,独山子→703；703→乌鲁木齐,100.0,100.0,100.0,591.58,1998.0,1998.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S007,独山子→703,0.0,100.0,0.0,S007,独山子→703,0,0,低负荷
独山子-乌鲁木齐成品油管道,1,S009,独山子→王家沟,520.0,520.0,520.0,222.69,2004.0,2004.0,90#汽油、93#汽油、97#汽油、0#柴油、-10#柴油、-20#柴油、-35#柴油、航煤,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S009,独山子→王家沟,0.0,520.0,0.0,S009,独山子→王家沟,0,0,低负荷
绍杭成品油管道,1,S102,绍兴→萧山,500.0,500.0,500.0,92.12,2016.0,2016.0,0#柴油、95#汽油、92#汽油、航煤,0.2192948931298923,2060,0.0,0.0,0.0,0.0,S102,绍兴→萧山,0.0,500.0,0.0,S102,绍兴→萧山,0,0,低负荷
上饶-樟树成品油管道,1,S085,上饶→樟树,,,,314.77,2016.0,2016.0,92#汽油、95#汽油、0#柴油,0.2192948931298923,2060,,,,,,,,,2.215449961230914,S085,上饶→樟树,0,0,无设计输量
武汉-信阳成品油管道,1,S068,武汉→信阳,,,,229.51,2013.0,2013.0,0#车用柴油、0#普通柴油、90#汽油、93#汽油、97#汽油,0.2192948931298923,2060,,,,,,,,,19.41894233605177,S068,武汉→信阳,0,0,无设计输量
